ID_LOCAL;DIRECCIÓN;LOCAL;REGIÓN;RPM;EMPRESA DISTRIBUIDORA;ESTADO;COMUNA;CONVENIO;FORMATO
9139;CAMINO LO AGUIRRE SUR 537;CD LO AGUIRRE;RM - Santiago;3552;AGUAS IZARRA;Abierto;Pudahuel;SIN CONVENIO;UNI
9158;Miraflores 9700, BODEGA C4;IMPORT. AEROPARQUE;RM - Santiago;0;RENTAS MIRAFLORES SPA;Abierto;Pudahuel;SIN CONVENIO;UNI
9162;;CD LO BLANCO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;0;SIN CONVENIO;UNI
9213;;M10 INSTITUCIONAL;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;;SIN CONVENIO;ALVI
9400;LONGITUDINAL SUR, SECTOR: LÍMITE REGIONAL - QUELLÓN 1024;CD PUERTO MONTT;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;UNI
9750;Miraflores 9700;CD ALVI AEROPARQUE;RM - Santiago;0;RENTAS MIRAFLORES SPA;Abierto;Pudahuel;SIN CONVENIO;ALVI
9751;Miraflores 9700, BODEGA C4;CD ALVI FRIOS AEROPARQUE;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Pudahuel;SIN CONVENIO;ALVI
-;LAGUNA SUR 9600, BODEGA C1;CD IMPORTADOS (EX IMPORTADOS)LAGUNA SUR;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Pudahuel;SIN CONVENIO;UNI
O048803010;OFICINA CENTRAL;EDIFICIO NERUDA;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Las Condes;SIN CONVENIO;OFICINAS
O048803080;Cerro El Plomo 5680. Piso 7,8,9,10 y 11;EDIFICIO LAS ARTES;RM - Santiago;0;AGUAS CORDILLERA S.A.;Abierto;Las Condes;SIN CONVENIO;OFICINAS
O048806050;ADM. DE EDIFICIOS;EDIFICIO MISTRAL;RM - Santiago;0;AGUAS CORDILLERA S.A.;Cerrado;Las Condes;SIN CONVENIO;OFICINAS
